0.57756,-1.679,-0.98486,1.2033,0.8327
0.53755,0.49964,1.5103,1.1811,-0.74242
0.97926,-1.2146,-0.33412,2.275,2.6792
0.30215,0.27406,1.3513,3.0923,4.8929
-3.5206,2.599,2.5463,1.9992,-1.4965
-0.73052,0.82275,1.772,0.19552,3.7572
-0.089783,-0.65029,-1.1595,0.63138,1.9451
0.15598,1.273,1.0481,3.4911,0.12409
0.36062,-0.39407,1.1548,-0.8943,2.7835
-4.0243,2.4539,0.46052,1.8203,-0.2943
2.5963,0.39526,-0.0023105,0.93559,1.1923
0.85761,0.23277,0.69707,2.2142,0.49387
-1.1445,4.2068,0.78398,1.3592,-2.6351
-2.0088,3.4563,-0.49876,1.3856,-3.0367
-2.6673,1.4865,-2.4107,2.6058,-0.80256
-0.43326,0.76939,0.80098,0.051192,1.815
0.78085,2.151,-1.8996,-3.3408,0.23619
-1.1402,2.2317,1.7786,-0.57324,-3.6243
-0.45257,2.2989,-1.5911,-1.1412,-1.2546
-0.58004,-0.58149,-0.53374,2.1842,-1.0091
2.4767,-1.4233,-0.070585,0.75913,0.32353
-2.2057,2.9136,0.9398,0.45462,-4.8155
0.22112,-0.045691,1.0318,1.817,-0.15225
-0.078983,-1.1986,-0.12564,2.5107,3.1688
-2.4288,1.968,0.40974,-0.22393,-2.2065
-3.0317,3.3923,-0.88998,1.0999,-0.8689
-1.4747,3.4731,0.32216,0.14708,-2.8209
0.35384,0.40464,1.3261,1.023,-0.77271
-2.4143,2.7916,-1.7672,0.38922,-0.41159
-0.97581,2.0409,1.1242,0.74381,-3.427
-0.27612,1.2056,2.1869,-2.5668,3.0355
3.2968,1.5447,-4.2819,0.060603,-2.8851
-3.8552,2.2465,0.98976,1.0086,-3.3607
0.48617,0.33167,0.46889,2.8141,-0.75047
-0.54919,-0.22984,-3.2107,0.35825,2.6765
-0.67428,0.89924,0.10962,-1.0822,-1.5178
0.52912,1.0207,-0.45035,0.048709,0.14928
-0.081076,0.27364,-0.91419,2.589,1.7224
-0.034977,-0.75539,0.73142,1.1433,3.2717
-3.4289,2.0164,-0.19759,-0.35934,-2.3013
1.1861,-2.4521,0.33842,-0.32988,0.7767
-0.30292,-0.027903,0.88489,-0.54479,2.2665
-2.8139,2.2217,3.8389,2.3131,-3.7915
2.2814,-0.11961,-0.59754,1.036,1.9156
-0.35896,1.7681,1.1036,1.1116,-1.7632
2.2505,1.3537,-1.3038,0.19897,1.2885
-2.8162,1.906,1.7081,0.422,-2.2158
0.59611,-0.27756,-2.0007,-2.3738,-0.97138
-2.1876,2.6389,-0.4309,1.5791,-1.887
-1.5326,2.0678,-0.3602,0.78208,-2.0536
1.101,0.12421,-0.025047,-3.6017,3.59
-0.7399,1.5831,-1.0905,-0.96914,2.3215
-0.55564,-1.7967,1.1461,2.9411,2.2702
0.057338,-0.45355,-1.5733,2.6018,-2.3301
-1.1118,1.8697,-0.47415,1.686,-2.4882
0.96958,1.911,-3.0091,-1.9251,-2.2249
-2.4529,-0.21364,-1.9617,2.7168,-1.3474
-2.5683,4.6411,2.0013,-2.0468,-2.676
1.0402,-1.8473,-1.2811,-0.25533,2.809
-0.026285,-0.88483,0.047763,0.70439,2.1895
1.1753,0.23499,1.6322,1.6706,0.29484
0.51928,-0.43707,0.18809,2.0618,0.29138
-3.0855,2.416,2.3025,-0.14069,-4.3604
-1.4994,0.88407,-0.18356,0.64488,2.7277
-0.96769,0.67454,0.38924,1.6177,2.82
-2.1476,2.4587,-0.36614,-1.0632,-2.4164
-2.0663,3.5896,2.893,0.26757,-1.8028
0.35997,2.088,0.47927,-1.1441,-1.5275
-3.3775,1.6932,1.1248,1.4115,-2.3402
1.3059,-0.56765,-0.36083,2.7691,2.0479
-2.5028,4.0288,1.6836,-1.652,-2.0836
1.4634,-0.89837,0.35051,1.9834,2.2865
-1.0394,0.94313,1.0145,0.081153,-2.6716
-1.8071,1.1455,0.37191,2.9348,-0.31367
0.41299,2.7861,-0.70067,0.46024,-1.7132
0.61284,-0.408,-0.038556,0.77937,3.2617
0.50714,-0.41134,-1.1966,-2.2458,0.17926
0.80537,0.53359,0.81726,-0.33243,0.96362
1.9109,-0.42811,0.06254,2.3074,2.5059
0.8789,-0.7265,-1.8572,-4.3417,-0.48614
-1.3322,3.1662,0.085597,0.56729,-2.5551
-2.205,2.6797,1.6753,1.4407,-3.249
-2.0972,2.0311,0.074363,-1.0007,1.0579
-0.45608,0.84224,-0.36335,0.52896,0.68815
-0.2989,1.3269,-1.0206,-0.5631,1.4488
0.48596,0.085837,-2.4889,-2.1313,-1.3334
-0.83855,2.2868,1.0238,1.4466,-3.106
0.28943,0.87951,-2.6384,-2.1725,-1.9466
0.096118,1.4372,1.022,1.1983,1
-1.8468,3.0846,-0.11721,-0.29789,-2.694
-2.5643,1.6095,0.28752,1.6613,-2.9143
1.4058,0.30084,0.37915,1.9599,3.3957
0.80608,-1.1769,-0.19668,2.4226,4.5881
-3.696,2.0602,-0.7473,-0.81115,-4.3636
-0.9036,0.53836,-0.045031,0.93107,-2.2186
-0.41794,0.08118,-1.5125,1.7325,2.6154
0.78197,1.8259,-3.7367,-2.1801,1.3839
